has_dependents,tenure_mo,home_phone,multi_line,internet_plan,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,unlimited_data_opt,extra_data_fees_total,long_dist_fees_total,received_refund,tenure_log1p,tenure_group,bundle_score,is_autopay,penalty_fees_total,penalty_fee_rate,avg_billed_per_month,fee_minus_avg_billed,recent_offer_missing,left_flag
Yes,1,0,No,DSL,Month-to-month,Yes,Electronic check,24.7,24.7,Male,47,No,3,No,0,Unknown,0.0,Cable,21,No,0,0.0,0,0.6931471805599453,0-6,0,0,0.0,0.0,24.7,0.0,1,0
No,37,1,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),100.3,3541.4,Female,26,No,0,No,0,Unknown,45.06,Fiber Optic,82,Yes,0,1667.22,0,3.6375861597263857,25-48,5,1,1667.22,0.47077991754673293,95.71351351351352,4.5864864864864785,1,0
No,1,1,No,DSL,Month-to-month,Yes,Mailed check,50.7,50.7,Male,56,No,0,No,0,Offer E,38.05,Cable,14,Yes,0,38.05,0,0.6931471805599453,0-6,1,0,38.05,0.7504930966469427,50.7,0.0,0,0
No,20,0,No,DSL,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,Male,45,No,0,No,0,Unknown,0.0,DSL,20,Yes,0,0.0,0,3.044522437723423,13-24,6,1,0.0,0.0,58.277499999999996,-3.2774999999999963,1,0
Yes,72,1,No,DSL,Two year,No,Bank transfer (automatic),68.4,4855.35,Male,52,Yes,1,Yes,7,Unknown,15.96,DSL,26,Yes,0,1149.12,0,4.290459441148391,49-72,5,1,1149.12,0.23667088881337078,67.43541666666667,0.9645833333333371,1,0
No,31,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.9,2806.9,Female,54,No,0,No,0,Unknown,6.33,Fiber Optic,11,Yes,0,196.23,1,3.4657359027997265,25-48,3,0,196.23,0.06990986497559584,90.54516129032258,-0.6451612903225765,1,1
No,18,1,No,Fiber optic,Month-to-month,No,Electronic check,78.55,1422.65,Male,66,Yes,0,Yes,1,Offer D,4.98,Fiber Optic,18,Yes,0,89.64,0,2.9444389791664403,13-24,1,0,89.64,0.06300917302217691,79.03611111111111,-0.48611111111111427,0,1
No,11,1,No,DSL,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,Male,38,Yes,0,Yes,6,Unknown,44.2,DSL,15,Yes,0,486.2,0,2.4849066497880004,7-12,1,1,486.2,0.7994738140261449,55.28636363636363,-0.23636363636363455,1,0
Yes,33,1,No,No,Two year,No,Credit card (automatic),19.8,641.35,Female,35,Yes,1,No,0,Unknown,12.51,Unknown,0,No,0,412.83,0,3.5263605246161616,25-48,0,1,412.83,0.6436890933187807,19.434848484848487,0.36515151515151345,1,0
No,62,1,Yes,Fiber optic,One year,No,Electronic check,84.45,4959.15,Female,69,No,0,No,0,Unknown,19.52,Fiber Optic,3,Yes,0,1210.24,0,4.143134726391533,49-72,1,0,1210.24,0.24404182168315136,79.98629032258064,4.463709677419359,1,0
No,16,1,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,Male,59,Yes,0,Yes,8,Unknown,46.0,Fiber Optic,30,Yes,0,736.0,0,2.833213344056216,13-24,2,1,736.0,0.5570271702111557,82.58125,-1.8312499999999972,1,0
Yes,22,1,Yes,DSL,One year,Yes,Mailed check,78.65,1663.75,Male,64,Yes,2,Yes,6,Unknown,36.15,DSL,11,Yes,0,795.3,0,3.1354942159291497,13-24,6,0,795.3,0.4780165289256198,75.625,3.0250000000000057,1,0
Yes,49,1,No,DSL,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,Female,35,Yes,1,Yes,6,Unknown,35.29,DSL,28,Yes,0,1729.21,0,3.912023005428146,49-72,4,1,1729.21,0.5718003405915711,61.71734693877551,0.032653061224486635,1,0
Yes,36,1,No,DSL,One year,Yes,Credit card (automatic),63.7,2188.5,Male,36,Yes,2,Yes,8,Unknown,47.45,DSL,14,Yes,0,1708.2,0,3.6109179126442243,25-48,4,1,1708.2,0.7805346127484579,60.791666666666664,2.9083333333333385,1,0
No,42,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.45,4138.05,Male,50,Yes,0,Yes,1,Offer B,34.65,Fiber Optic,9,No,140,1455.3,1,3.7612001156935624,25-48,6,0,1595.3,0.38551974964053115,98.525,0.9249999999999972,0,1
Yes,66,1,No,No,Two year,No,Credit card (automatic),20.0,1374.2,Male,61,Yes,1,Yes,4,Unknown,7.83,Unknown,0,No,0,516.78,0,4.204692619390966,49-72,0,1,516.78,0.3760587978460195,20.82121212121212,-0.8212121212121204,1,0
No,15,1,Yes,DSL,Month-to-month,No,Credit card (automatic),55.0,757.1,Female,73,No,0,No,0,Offer D,17.19,DSL,19,Yes,0,257.85,0,2.772588722239781,13-24,2,1,257.85,0.3405758816536785,50.473333333333336,4.526666666666664,0,1
No,64,1,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),104.4,6692.65,Male,37,No,0,No,0,Unknown,45.82,Fiber Optic,14,Yes,0,2932.48,0,4.174387269895637,49-72,5,1,2932.48,0.43816425481685134,104.57265625,-0.17265624999998863,1,0
Yes,10,1,No,No,Month-to-month,Yes,Credit card (automatic),20.05,218.5,Male,55,Yes,3,Yes,7,Unknown,13.83,Unknown,0,No,0,138.3,0,2.3978952727983707,7-12,0,1,138.3,0.6329519450800916,21.85,-1.8000000000000007,1,0
Yes,7,1,No,Fiber optic,Month-to-month,Yes,Electronic check,89.75,608.8,Male,25,Yes,0,Yes,1,Unknown,19.23,Fiber Optic,52,Yes,0,134.61,1,2.0794415416798357,7-12,4,0,134.61,0.22110709592641264,86.97142857142856,2.778571428571439,1,1
No,29,0,No,DSL,Month-to-month,No,Electronic check,34.3,1004.75,Male,40,No,0,No,0,Unknown,0.0,DSL,27,Yes,0,0.0,0,3.4011973816621555,25-48,3,0,0.0,0.0,34.64655172413793,-0.34655172413793167,1,0
No,46,1,Yes,Fiber optic,Month-to-month,No,Mailed check,84.25,3847.6,Female,37,No,0,No,0,Unknown,43.27,Fiber Optic,21,No,100,1990.42,0,3.8501476017100584,25-48,2,0,2090.42,0.543304917351076,83.64347826086956,0.6065217391304429,1,0
No,53,1,No,No,Two year,No,Bank transfer (automatic),19.65,978.0,Male,62,No,0,No,0,Unknown,23.17,Unknown,0,No,0,1228.01,0,3.9889840465642745,49-72,0,1,1228.01,1.2556339468302657,18.452830188679247,1.1971698113207516,1,0
No,17,1,No,DSL,One year,No,Credit card (automatic),79.85,1387.35,Female,45,No,0,No,0,Unknown,12.69,Cable,22,Yes,0,215.73,0,2.8903717578961645,13-24,7,1,215.73,0.15549789166396366,81.60882352941177,-1.758823529411771,1,0
No,15,1,No,No,One year,No,Mailed check,19.8,304.6,Male,49,No,0,No,0,Unknown,5.54,Unknown,0,No,0,83.1,0,2.772588722239781,13-24,0,0,83.1,0.2728168089297439,20.30666666666667,-0.5066666666666677,1,0
No,22,0,No,DSL,Month-to-month,Yes,Electronic check,50.35,1098.85,Female,51,No,0,No,0,Unknown,0.0,Cable,22,Yes,0,0.0,0,3.1354942159291497,13-24,4,0,0.0,0.0,49.94772727272727,0.4022727272727309,1,0
No,57,1,Yes,DSL,One year,No,Bank transfer (automatic),74.6,4368.95,Female,25,Yes,0,Yes,2,Unknown,6.63,Cable,27,Yes,0,377.91,0,4.060443010546419,49-72,5,1,377.91,0.08649904439281751,76.64824561403509,-2.048245614035096,1,0
No,11,1,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),79.15,827.7,Male,80,No,0,No,0,Offer D,26.84,Fiber Optic,15,No,140,295.24,0,2.4849066497880004,7-12,2,1,435.24,0.5258426966292135,75.24545454545455,3.904545454545456,0,0
Yes,1,1,No,No,Two year,No,Mailed check,20.35,20.35,Female,62,Yes,3,Yes,9,Unknown,30.09,Unknown,0,No,0,30.09,0,0.6931471805599453,0-6,0,0,30.09,1.4786240786240785,20.35,0.0,1,0
Yes,12,1,No,No,Two year,No,Bank transfer (automatic),21.05,262.05,Male,24,Yes,1,Yes,3,Unknown,49.7,Unknown,0,No,0,596.4,0,2.5649493574615367,7-12,0,1,596.4,2.2759015455065827,21.837500000000002,-0.7875000000000014,1,0
No,3,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.6,279.55,Male,70,Yes,0,Yes,1,Offer E,32.31,Fiber Optic,27,Yes,0,96.93,0,1.3862943611198906,0-6,2,0,96.93,0.34673582543373277,93.18333333333334,1.4166666666666572,0,1
Yes,36,1,No,Fiber optic,Month-to-month,Yes,Electronic check,94.7,3512.5,Male,55,No,1,No,0,Unknown,21.3,Fiber Optic,18,Yes,0,766.8,0,3.6109179126442243,25-48,4,0,766.8,0.21830604982206406,97.56944444444444,-2.86944444444444,1,0
No,16,1,No,Fiber optic,Month-to-month,Yes,Electronic check,94.25,1483.25,Male,27,No,0,No,0,Unknown,20.44,Fiber Optic,59,No,140,327.04,0,2.833213344056216,13-24,4,0,467.04,0.3148761166357661,92.703125,1.546875,1,1
No,2,1,No,Fiber optic,Month-to-month,No,Electronic check,74.95,151.75,Male,54,No,0,No,0,Unknown,3.76,Fiber Optic,16,Yes,0,7.52,0,1.0986122886681098,0-6,1,0,7.52,0.049555189456342665,75.875,-0.9249999999999972,1,0
No,42,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.2,4400.75,Female,26,No,0,No,0,Offer B,33.46,Fiber Optic,52,Yes,0,1405.32,1,3.7612001156935624,25-48,5,0,1405.32,0.31933647673691984,104.7797619047619,0.42023809523810485,0,1
Yes,72,1,No,Fiber optic,Two year,No,Bank transfer (automatic),111.95,8033.1,Male,47,Yes,1,Yes,9,Unknown,24.08,Fiber Optic,19,Yes,0,1733.76,0,4.290459441148391,49-72,8,1,1733.76,0.21582701572244836,111.57083333333334,0.3791666666666629,1,0
No,62,1,No,No,Two year,No,Bank transfer (automatic),19.85,1253.65,Male,29,No,0,No,0,Unknown,14.17,Unknown,0,No,0,878.54,0,4.143134726391533,49-72,0,1,878.54,0.7007857057392414,20.220161290322583,-0.3701612903225815,1,0
No,6,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.75,552.65,Female,23,No,0,No,0,Unknown,34.42,Fiber Optic,42,No,60,206.52,0,1.9459101490553132,0-6,2,0,266.52,0.48225821044060435,92.10833333333333,-2.3583333333333343,1,0
No,35,1,Yes,Fiber optic,Two year,Yes,Electronic check,108.95,4025.5,Male,42,No,0,No,0,Unknown,20.07,Fiber Optic,23,Yes,0,702.45,0,3.58351893845611,25-48,7,0,702.45,0.17450006210408647,115.01428571428572,-6.064285714285717,1,0
Yes,52,1,No,No,One year,No,Credit card (automatic),19.65,928.4,Male,23,No,2,No,0,Unknown,22.65,Unknown,0,No,0,1177.8,0,3.970291913552122,49-72,0,1,1177.8,1.2686342093925032,17.853846153846153,1.796153846153846,1,0
No,1,0,No,DSL,Month-to-month,Yes,Mailed check,24.9,24.9,Female,37,No,0,No,0,Unknown,0.0,Cable,13,Yes,0,0.0,0,0.6931471805599453,0-6,0,0,0.0,0.0,24.9,0.0,1,0
No,6,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.85,460.25,Male,34,Yes,0,Yes,3,Unknown,8.59,Fiber Optic,28,Yes,0,51.54,1,1.9459101490553132,0-6,1,0,51.54,0.11198261814231396,76.70833333333333,6.141666666666666,1,1
No,71,1,Yes,DSL,Two year,No,Credit card (automatic),93.2,6506.15,Female,38,Yes,0,Yes,8,Unknown,12.12,Cable,23,Yes,0,860.52,0,4.276666119016055,49-72,8,1,860.52,0.13226255158580727,91.63591549295774,1.564084507042267,1,0
Yes,67,1,No,Fiber optic,One year,No,Bank transfer (automatic),84.8,5598.3,Female,64,Yes,3,Yes,5,Unknown,3.47,Fiber Optic,21,Yes,0,232.49,0,4.219507705176107,49-72,3,1,232.49,0.04152867834878445,83.55671641791045,1.2432835820895463,1,0
No,60,1,Yes,DSL,One year,Yes,Electronic check,71.75,4374.55,Male,72,No,0,No,0,Unknown,10.2,DSL,29,No,10,612.0,0,4.110873864173311,49-72,4,0,622.0,0.14218605342263776,72.90916666666666,-1.159166666666664,1,0
Yes,23,0,No,DSL,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,Male,45,Yes,1,Yes,2,Offer D,0.0,DSL,19,Yes,0,0.0,0,3.1780538303479458,13-24,2,1,0.0,0.0,29.51086956521739,0.8391304347826107,0,0
Yes,39,0,No,DSL,One year,No,Bank transfer (automatic),54.85,2191.7,Male,31,No,3,No,0,Unknown,0.0,DSL,29,Yes,0,0.0,0,3.6888794541139363,25-48,6,1,0.0,0.0,56.197435897435895,-1.3474358974358935,1,0
Yes,15,1,No,No,One year,Yes,Mailed check,19.5,239.75,Male,35,Yes,3,Yes,9,Offer D,49.36,Unknown,0,No,0,740.4,0,2.772588722239781,13-24,0,0,740.4,3.0882168925964546,15.983333333333333,3.5166666666666675,0,0
No,53,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,103.85,5485.5,Male,74,Yes,0,Yes,1,Unknown,39.36,Fiber Optic,23,Yes,0,2086.08,0,3.9889840465642745,49-72,4,0,2086.08,0.38028985507246377,103.5,0.3499999999999943,1,1
Yes,24,1,Yes,No,Two year,No,Mailed check,24.2,609.05,Male,58,Yes,3,Yes,1,Unknown,7.37,Unknown,0,No,0,176.88,0,3.2188758248682006,13-24,0,0,176.88,0.29041950578770215,25.37708333333333,-1.1770833333333321,1,0
Yes,5,1,No,Fiber optic,Month-to-month,Yes,Electronic check,83.6,404.2,Female,54,Yes,0,Yes,1,Unknown,7.0,Fiber Optic,23,Yes,0,35.0,1,1.791759469228055,0-6,3,0,35.0,0.08659079663532905,80.84,2.759999999999991,1,1
No,50,1,Yes,Fiber optic,One year,Yes,Electronic check,100.65,5189.75,Female,79,Yes,0,Yes,1,Unknown,36.58,Fiber Optic,23,Yes,0,1829.0,0,3.9318256327243257,49-72,5,0,1829.0,0.35242545401994313,103.795,-3.144999999999996,1,0
No,54,1,No,Fiber optic,One year,Yes,Credit card (automatic),94.1,5060.9,Female,23,No,0,No,0,Unknown,48.97,Fiber Optic,42,No,140,2644.38,0,4.007333185232471,49-72,4,1,2784.38,0.5501748700823965,93.72037037037036,0.3796296296296333,1,0
No,3,1,No,Fiber optic,Month-to-month,Yes,Electronic check,74.55,233.65,Female,20,No,0,No,0,Unknown,10.1,Fiber Optic,73,Yes,0,30.3,0,1.3862943611198906,0-6,1,0,30.3,0.12968114701476569,77.88333333333334,-3.333333333333343,1,0
No,68,1,Yes,Fiber optic,One year,No,Electronic check,108.45,7176.55,Male,24,No,0,No,0,Offer A,21.74,Fiber Optic,73,Yes,0,1478.32,1,4.23410650459726,49-72,7,0,1478.32,0.20599313040388487,105.53750000000001,2.9124999999999943,0,1
No,5,1,No,DSL,Month-to-month,No,Electronic check,56.15,291.45,Male,23,No,0,No,0,Unknown,26.86,DSL,71,Yes,0,134.3,0,1.791759469228055,0-6,3,0,134.3,0.4607994510207583,58.29,-2.1400000000000006,1,0
No,33,1,No,No,Two year,No,Mailed check,20.35,689.75,Male,21,No,0,No,0,Unknown,14.48,Unknown,0,No,0,477.84,0,3.5263605246161616,25-48,0,0,477.84,0.6927727437477347,20.901515151515152,-0.5515151515151508,1,0
No,41,1,Yes,DSL,One year,Yes,Electronic check,80.55,3263.9,Female,51,No,0,No,0,Unknown,6.16,DSL,12,Yes,0,252.56,0,3.7376696182833684,25-48,5,0,252.56,0.0773798216857134,79.60731707317073,0.9426829268292636,1,0
Yes,34,0,No,DSL,One year,No,Mailed check,61.25,1993.2,Female,52,Yes,1,No,0,Unknown,0.0,DSL,20,Yes,0,0.0,0,3.5553480614894135,25-48,7,0,0.0,0.0,58.62352941176471,2.626470588235293,1,0
No,20,1,No,No,Month-to-month,Yes,Credit card (automatic),18.9,347.65,Female,46,No,0,No,0,Offer D,33.86,Unknown,0,No,0,677.2,0,3.044522437723423,13-24,0,1,677.2,1.9479361426722281,17.3825,1.5174999999999983,0,0
Yes,41,1,No,DSL,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,Female,58,No,3,No,0,Unknown,38.94,DSL,28,Yes,0,1596.54,0,3.7376696182833684,25-48,0,1,1596.54,0.8667897279982626,44.924390243902444,0.275609756097559,1,0
Yes,35,1,Yes,No,Two year,No,Bank transfer (automatic),25.45,809.25,Male,38,Yes,3,Yes,1,Unknown,13.67,Unknown,0,No,0,478.45,0,3.58351893845611,25-48,0,1,478.45,0.5912264442384925,23.12142857142857,2.328571428571429,1,0
No,12,1,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),80.85,866.45,Male,57,Yes,0,Yes,3,Unknown,18.26,Fiber Optic,18,Yes,0,219.12,1,2.5649493574615367,7-12,3,1,219.12,0.25289399272895147,72.20416666666667,8.645833333333329,1,1
No,4,1,No,Fiber optic,Month-to-month,Yes,Mailed check,94.9,360.55,Male,25,No,0,No,0,Unknown,11.5,Fiber Optic,41,Yes,0,46.0,0,1.6094379124341003,0-6,6,0,46.0,0.1275828595201775,90.1375,4.762500000000003,1,0
Yes,12,0,No,DSL,Month-to-month,Yes,Mailed check,29.3,355.9,Female,70,Yes,1,Yes,1,Offer D,0.0,DSL,14,Yes,0,0.0,0,2.5649493574615367,7-12,2,0,0.0,0.0,29.65833333333333,-0.35833333333333073,0,0
No,25,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.95,2291.2,Male,71,No,0,No,0,Offer C,47.66,Fiber Optic,23,Yes,0,1191.5,0,3.258096538021482,25-48,2,0,1191.5,0.5200331703910615,91.648,-2.6979999999999933,0,1
No,7,1,No,No,One year,No,Mailed check,20.25,129.15,Female,41,No,0,No,0,Unknown,39.59,Unknown,0,No,0,277.13,0,2.0794415416798357,7-12,0,0,277.13,2.14579945799458,18.45,1.8000000000000007,1,0
No,66,1,Yes,Fiber optic,One year,Yes,Electronic check,110.85,7491.75,Male,66,Yes,0,Yes,1,Unknown,48.87,Fiber Optic,13,Yes,0,3225.42,0,4.204692619390966,49-72,6,0,3225.42,0.4305295825407949,113.51136363636364,-2.661363636363646,1,1
No,53,1,No,Fiber optic,One year,No,Electronic check,110.5,5835.5,Female,43,Yes,0,Yes,1,Unknown,6.68,Fiber Optic,25,Yes,0,354.04,0,3.9889840465642745,49-72,8,0,354.04,0.06067003684345815,110.10377358490567,0.39622641509433265,1,0
No,27,0,No,DSL,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,Male,68,Yes,0,Yes,1,Offer C,0.0,DSL,25,No,30,0.0,0,3.332204510175204,25-48,1,1,30.0,0.029069767441860465,38.22222222222222,-1.7222222222222214,0,1
No,37,1,No,No,One year,No,Mailed check,19.6,727.8,Female,77,Yes,0,Yes,1,Unknown,25.35,Unknown,0,No,0,937.95,0,3.6375861597263857,25-48,0,0,937.95,1.2887469084913439,19.67027027027027,-0.07027027027026733,1,0
No,3,0,No,DSL,Month-to-month,Yes,Mailed check,40.15,130.75,Male,19,No,0,No,0,Unknown,0.0,DSL,26,Yes,0,0.0,0,1.3862943611198906,0-6,2,0,0.0,0.0,43.583333333333336,-3.433333333333337,1,1
Yes,12,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.6,893.0,Female,43,No,1,No,0,Offer D,26.13,Fiber Optic,23,Yes,0,313.56,0,2.5649493574615367,7-12,0,0,313.56,0.3511310190369541,74.41666666666667,2.183333333333323,0,0
No,9,1,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.3,781.4,Female,64,No,0,No,0,Unknown,48.38,Fiber Optic,8,No,10,435.42,0,2.302585092994046,7-12,3,1,445.42,0.5700281545943179,86.82222222222222,-1.5222222222222257,1,0
No,29,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.45,2653.65,Male,73,Yes,0,Yes,1,Unknown,6.25,Fiber Optic,21,Yes,0,181.25,0,3.4011973816621555,25-48,2,0,181.25,0.06830214986904828,91.5051724137931,2.944827586206898,1,1
Yes,41,1,No,DSL,Two year,No,Electronic check,78.45,3126.45,Female,20,Yes,2,Yes,1,Unknown,32.29,DSL,69,Yes,0,1323.89,0,3.7376696182833684,25-48,7,0,1323.89,0.42344831997952953,76.25487804878048,2.1951219512195195,1,0
Yes,43,1,Yes,No,Two year,Yes,Electronic check,25.1,1070.15,Female,31,No,3,No,0,Unknown,30.64,Unknown,0,No,0,1317.52,0,3.784189633918261,25-48,0,0,1317.52,1.2311545110498527,24.887209302325584,0.21279069767441783,1,0
Yes,36,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,Female,39,Yes,0,Yes,3,Unknown,24.51,Fiber Optic,27,Yes,0,882.36,1,3.6109179126442243,25-48,3,1,882.36,0.25517221434974985,96.05277777777778,1.2972222222222172,1,1
No,58,1,Yes,DSL,One year,Yes,Credit card (automatic),71.1,4299.2,Female,56,No,0,No,0,Unknown,42.33,Cable,7,Yes,0,2455.14,0,4.07753744390572,49-72,5,1,2455.14,0.5710690360997395,74.12413793103448,-3.0241379310344882,1,0
No,19,1,No,DSL,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,Male,62,No,0,No,0,Offer D,46.49,Cable,8,Yes,0,883.31,0,2.995732273553991,13-24,3,1,883.31,0.808004024881083,57.53684210526316,4.013157894736835,0,0
No,11,1,No,DSL,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,Male,54,Yes,0,Yes,1,Offer D,12.95,Cable,6,Yes,0,142.45,0,2.4849066497880004,7-12,0,1,142.45,0.27294500862234145,47.445454545454545,-1.5454545454545467,0,0
No,8,1,No,Fiber optic,Month-to-month,Yes,Electronic check,87.1,713.6,Female,80,No,0,No,0,Unknown,39.01,Fiber Optic,28,Yes,0,312.08,0,2.1972245773362196,7-12,2,0,312.08,0.4373318385650224,89.2,-2.1000000000000085,1,0
Yes,26,1,Yes,DSL,Month-to-month,Yes,Mailed check,49.5,1265.65,Female,53,No,1,No,0,Unknown,16.34,DSL,19,No,150,424.84,0,3.295836866004329,25-48,0,0,574.8399999999999,0.4541855963338995,48.67884615384616,0.821153846153841,1,0
No,53,1,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,Female,75,No,0,No,0,Unknown,16.74,Fiber Optic,15,Yes,0,887.22,0,3.9889840465642745,49-72,1,1,887.22,0.2215917179714525,75.5443396226415,-1.7443396226415047,1,0
No,59,1,Yes,No,Two year,No,Mailed check,25.0,1510.5,Male,25,No,0,No,0,Unknown,25.89,Unknown,0,No,0,1527.51,0,4.0943445622221,49-72,0,0,1527.51,1.011261171797418,25.60169491525424,-0.6016949152542388,1,0
No,2,1,No,Fiber optic,Month-to-month,No,Electronic check,94.95,178.1,Male,61,No,0,No,0,Unknown,26.05,Fiber Optic,2,Yes,0,52.1,0,1.0986122886681098,0-6,4,0,52.1,0.29253228523301517,89.05,5.900000000000006,1,1
No,7,0,No,DSL,One year,No,Mailed check,35.3,264.8,Male,47,No,0,No,0,Unknown,0.0,DSL,14,Yes,0,0.0,0,2.0794415416798357,7-12,2,0,0.0,0.0,37.82857142857143,-2.528571428571432,1,0
Yes,12,1,No,DSL,Month-to-month,Yes,Electronic check,44.55,480.6,Female,33,No,1,No,0,Unknown,5.16,DSL,16,No,0,61.92,1,2.5649493574615367,7-12,0,0,61.92,0.12883895131086143,40.050000000000004,4.499999999999993,1,1
Yes,59,1,No,DSL,One year,No,Credit card (automatic),76.75,4541.9,Male,63,Yes,2,Yes,1,Unknown,15.94,DSL,19,Yes,0,940.46,0,4.0943445622221,49-72,7,1,940.46,0.2070631233624695,76.98135593220339,-0.23135593220338535,1,0
Yes,61,1,Yes,DSL,Two year,Yes,Bank transfer (automatic),81.0,4976.15,Male,27,Yes,3,Yes,1,Unknown,32.96,DSL,41,Yes,0,2010.56,0,4.127134385045092,49-72,6,1,2010.56,0.4040392673050451,81.57622950819672,-0.5762295081967181,1,0
Yes,72,1,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),105.55,7542.25,Male,22,Yes,3,Yes,4,Unknown,8.33,Fiber Optic,59,No,10,599.76,0,4.290459441148391,49-72,5,1,609.76,0.08084590142198946,104.75347222222223,0.7965277777777686,1,0
Yes,13,1,No,No,Month-to-month,No,Mailed check,18.8,251.25,Female,27,Yes,1,Yes,6,Offer D,16.74,Unknown,0,No,0,217.62,0,2.6390573296152584,13-24,0,0,217.62,0.8661492537313433,19.326923076923077,-0.5269230769230759,0,0
Yes,64,1,Yes,No,One year,No,Mailed check,24.9,1595.5,Female,50,Yes,1,Yes,6,Unknown,19.23,Unknown,0,No,0,1230.72,0,4.174387269895637,49-72,0,0,1230.72,0.7713694766530869,24.9296875,-0.02968750000000142,1,0
No,1,0,No,DSL,Month-to-month,Yes,Electronic check,23.45,23.45,Male,55,Yes,0,Yes,3,Offer E,0.0,DSL,21,Yes,0,0.0,0,0.6931471805599453,0-6,0,0,0.0,0.0,23.45,0.0,0,1
No,10,1,No,DSL,One year,No,Mailed check,64.9,685.55,Female,54,No,0,No,0,Offer D,37.45,DSL,5,Yes,0,374.5,0,2.3978952727983707,7-12,5,0,374.5,0.5462767121289476,68.55499999999999,-3.654999999999987,0,0
Yes,65,1,No,DSL,One year,No,Bank transfer (automatic),61.35,3874.1,Female,55,Yes,2,No,0,Offer B,19.25,DSL,19,Yes,0,1251.25,0,4.189654742026425,49-72,3,1,1251.25,0.3229782401073798,59.60153846153846,1.748461538461541,0,0
No,55,1,Yes,DSL,One year,Yes,Electronic check,90.15,4916.95,Female,20,Yes,0,Yes,8,Offer B,47.46,DSL,53,Yes,0,2610.3,0,4.02535169073515,49-72,8,0,2610.3,0.5308778816136019,89.3990909090909,0.7509090909091043,0,0
No,25,1,Yes,DSL,Month-to-month,No,Electronic check,54.1,1373.0,Female,29,Yes,0,Yes,8,Unknown,12.12,Cable,59,No,110,303.0,0,3.258096538021482,25-48,1,0,413.0,0.3008011653313911,54.92,-0.8200000000000003,1,0
No,1,0,No,DSL,Month-to-month,No,Mailed check,29.7,29.7,Male,30,No,0,No,0,Offer E,0.0,Cable,69,Yes,0,0.0,0,0.6931471805599453,0-6,1,0,0.0,0.0,29.7,0.0,0,1
No,1,1,No,DSL,Month-to-month,Yes,Credit card (automatic),49.8,49.8,Male,55,No,0,No,0,Unknown,38.21,Cable,13,Yes,0,38.21,0,0.6931471805599453,0-6,1,1,38.21,0.7672690763052209,49.8,0.0,1,0
No,59,1,Yes,Fiber optic,Month-to-month,No,Electronic check,101.1,6039.9,Female,21,Yes,0,Yes,4,Offer B,9.23,Fiber Optic,48,Yes,0,544.57,0,4.0943445622221,49-72,4,0,544.57,0.09016208877630426,102.37118644067796,-1.2711864406779654,0,1
Yes,64,1,Yes,No,Two year,Yes,Bank transfer (automatic),24.4,1548.65,Male,69,Yes,1,Yes,9,Unknown,37.09,Unknown,0,No,0,2373.76,0,4.174387269895637,49-72,0,1,2373.76,1.5327930778419914,24.19765625,0.20234374999999716,1,0
No,36,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,Male,50,Yes,0,Yes,3,Unknown,5.99,Fiber Optic,6,Yes,0,215.64,0,3.6109179126442243,25-48,3,1,215.64,0.0626814911706998,95.5625,-0.5625,1,0
No,3,1,Yes,DSL,Month-to-month,Yes,Mailed check,50.65,151.3,Female,51,No,0,No,0,Offer E,22.56,Cable,3,Yes,0,67.68,0,1.3862943611198906,0-6,0,0,67.68,0.44732319894249833,50.43333333333334,0.21666666666666146,0,1
